order-number,bo-number,warehouse,cShopifyOrderNumber,cShopifyOrderID,warehouse-status,hold-code,lHasFulfillment,lHasShipment,iAge,shopify_status,shopify_location,shopify_order_id
V8571788,0,AV,#23280358,6486067216743,,,no,no,28,NOT FOUND,,
S8512272,0,AS,#23265740,6485536473447,Manifested,,no,no,28,NOT FOUND,,
V8571934,0,AV,#23280408,6486068953447,,,no,no,28,NOT FOUND,,
S8512298,0,AS,#23265570,6485530181991,Manifested,,no,no,28,NOT FOUND,,
V8571982,0,AV,#23280421,6486069412199,,,no,no,28,NOT FOUND,,
S8512302,0,AS,#23265574,6485530313063,Manifested,,no,no,28,NOT FOUND,,
V8572029,0,AV,#23280435,6486069870951,,OMSHOLD,no,no,28,NOT FOUND,,
S8512429,0,AS,#23265613,6485531754855,XBHOSP,,no,no,28,NOT FOUND,,
V8572148,0,AV,#23280461,6486070853991,,OMSHOLD,no,no,28,NOT FOUND,,
S8512531,0,AS,#23265816,6485539324263,Manifested,,no,no,28,NOT FOUND,,
V8572795,0,AV,#23280638,6486077079911,,,no,no,28,NOT FOUND,,
S8512580,0,AS,#23265823,6485539586407,Manifested,,no,no,28,NOT FOUND,,
V8573082,0,AV,#23280737,6486080553319,,,no,no,28,NOT FOUND,,
S8512929,0,AS,#23266176,6485552496999,,OMSHOLD,no,no,28,NOT FOUND,,
V8573653,0,AV,#23280911,6486086844775,,OMSHOLD,no,no,28,NOT FOUND,,
S8512980,0,AS,#23265939,6485543911783,Manifested,,no,no,28,NOT FOUND,,
V8574827,0,AV,#23281293,6486100443495,,,no,no,28,NOT FOUND,,
S8513018,0,AS,#23265950,6485544272231,Manifested,,no,no,28,NOT FOUND,,
V8575018,0,AV,#23281339,6486102016359,,,no,no,28,NOT FOUND,,
S8513318,0,AS,#23266048,6485547811175,Manifested,,no,no,28,NOT FOUND,,
V8575019,0,AV,#23281339,6486102016359,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8513423,0,AS,#23266079,6485548925287,Manifested,,no,no,28,NOT FOUND,,
V8575219,0,AV,#23281382,6486103556455,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8513458,0,AS,#23266075,6485548794215,Manifested,,no,no,28,NOT FOUND,,
V8576261,0,AV,#23281739,6486116303207,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8513466,0,AS,#23266081,6485548990823,Manifested,,no,no,28,NOT FOUND,,
V8576863,0,AV,#23281896,6486121808231,,OMSHOLD,no,no,28,NOT FOUND,,
S8513768,0,AS,#23266536,6485566128487,,OMSHOLD,no,no,28,NOT FOUND,,
V8512606,0,AV,#23266045,6485547712871,,OMSHOLD,no,no,28,NOT FOUND,,
S8514017,0,AS,#23266641,6485570027879,,OMSHOLD,no,no,28,NOT FOUND,,
V8577486,0,AV,#23282026,6486126526823,,OMSHOLD,no,no,28,NOT FOUND,,
S8514233,0,AS,#23266733,6485573370215,,OMSHOLD,no,no,28,NOT FOUND,,
V8581470,0,AV,#23282319,6486136947047,,OMSHOLD,no,no,28,NOT FOUND,,
S8514569,0,AS,#23266503,6485564850535,Manifested,,no,no,28,NOT FOUND,,
V8582671,0,AV,#23282510,6486143730023,,,no,no,28,NOT FOUND,,
S8514825,0,AS,#23266589,6485568094567,Manifested,,no,no,28,NOT FOUND,,
V8582985,0,AV,#23282586,6486146416999,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8514828,0,AS,#23266591,6485568160103,Manifested,,no,no,28,NOT FOUND,,
V8583205,0,AV,#23282649,6486148743527,,OMSHOLD,no,no,28,NOT FOUND,,
S8515149,0,AS,#23266685,6485571633511,Manifested,,no,no,28,NOT FOUND,,
V8583287,0,AV,#23282674,6486149661031,Backorder,OMSHOLD,no,no,28,NOT FOUND,,
S8516148,0,AS,#23267076,6485585920359,Manifested,,no,no,28,NOT FOUND,,
V8584266,0,AV,#23282928,6486159294823,,OMSHOLD,no,no,28,NOT FOUND,,
S8516190,0,AS,#23267097,6485586805095,Manifested,,no,no,28,NOT FOUND,,
V8584633,0,AV,#23283027,6486163030375,,,no,no,28,NOT FOUND,,
S8516313,0,AS,#23267653,6485607383399,,OMSHOLD,no,no,28,NOT FOUND,,
V8585139,0,AV,#23283160,6486168109415,,OMSHOLD,no,no,28,NOT FOUND,,
S8516462,0,AS,#23267216,6485591130471,Manifested,,no,no,28,NOT FOUND,,
V8585234,0,AV,#23283185,6486169125223,,OMSHOLD,no,no,28,NOT FOUND,,
S8516789,0,AS,#23267308,6485594669415,Manifested,,no,no,28,NOT FOUND,,
V8585356,0,AV,#23283228,6486170894695,,OMSHOLD,no,no,28,NOT FOUND,,
S8509579,0,AS,#23264788,6485498986855,Manifested,,no,no,28,NOT FOUND,,
V8509433,0,AV,#23264897,6485503639911,,OMSHOLD,no,no,28,NOT FOUND,,
S8509564,0,AS,#23264856,6485501968743,Manifested,,no,no,28,NOT FOUND,,
S8519711,0,AS,#23268412,6485635236199,Manifested,,no,no,28,NOT FOUND,,
S8519987,0,AS,#23268527,6485639332199,Manifested,,no,no,28,NOT FOUND,,
S8524263,0,AS,#23268924,6485654012263,Manifested,,no,no,28,NOT FOUND,,
S8525105,0,AS,#23269063,6485659058535,Manifested,,no,no,28,NOT FOUND,,
S8526034,0,AS,#23269275,6485666955623,Manifested,,no,no,28,NOT FOUND,,
S8526069,0,AS,#23269962,6485692252519,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
S8527432,0,AS,#23268829,6485650506087,Manifested,,no,no,28,NOT FOUND,,
S8529071,0,AS,#23269751,6485684420967,Manifested,,no,no,28,NOT FOUND,,
S8531439,0,AS,#23269213,6485664661863,Manifested,,no,no,28,NOT FOUND,,
S8532760,0,AS,#23269966,6485692383591,Manifested,,no,no,28,NOT FOUND,,
S8534321,0,AS,#23269554,6485677277543,Manifested,,no,no,28,NOT FOUND,,
S8534902,0,AS,#23271259,6485739569511,,OMSHOLD,no,no,28,NOT FOUND,,
S8535365,0,AS,#23270638,6485716959591,Manifested,,no,no,28,NOT FOUND,,
S8535413,0,AS,#23270660,6485717778791,Manifested,,no,no,28,NOT FOUND,,
S8536325,0,AS,#23271858,6485760835943,Manifested,,no,no,28,NOT FOUND,,
S8536927,0,AS,#23272081,6485768929639,,OMSHOLD,no,no,28,NOT FOUND,,
S8536934,0,AS,#23272081,6485768929639,,OMSHOLD,no,no,28,NOT FOUND,,
S8537948,0,AS,#23271636,6485752906087,Manifested,,no,no,28,NOT FOUND,,
S8540046,0,AS,#23272628,6485788459367,Manifested,,no,no,28,NOT FOUND,,
S8540100,0,AS,#23271840,6485760246119,Manifested,,no,no,28,NOT FOUND,,
S8540554,0,AS,#23272127,6485770633575,Manifested,,no,no,28,NOT FOUND,,
S8541857,0,AS,#23274014,6485837775207,,OMSHOLD,no,no,28,NOT FOUND,,
S8542167,0,AS,#23274060,6485839446375,,OMSHOLD,no,no,28,NOT FOUND,,
S8543906,0,AS,#23268517,6485638971751,Manifested,OMSHOLD,no,no,28,NOT FOUND,,
S8545312,0,AS,#23273447,6485817196903,Manifested,,no,no,28,NOT FOUND,,
S8546305,0,AS,#23272929,6485798977895,Manifested,,no,no,28,NOT FOUND,,
S8547911,0,AS,#23274093,6485840658791,Manifested,,no,no,28,NOT FOUND,,
S8548843,0,AS,#23274356,6485850358119,Manifested,,no,no,28,NOT FOUND,,
S8549147,0,AS,#23273636,6485824176487,Manifested,,no,no,28,NOT FOUND,,
S8549209,0,AS,#23274477,6485854683495,Manifested,,no,no,28,NOT FOUND,,
S8549285,0,AS,#23269576,6485678063975,Manifested,OMSHOLD,no,no,28,NOT FOUND,,
S8549636,0,AS,#23273825,6485830959463,Manifested,,no,no,28,NOT FOUND,,
S8550952,0,AS,#23275079,6485876179303,Manifested,,no,no,28,NOT FOUND,,
S8551051,0,AS,#23275130,6485878079847,Manifested,,no,no,28,NOT FOUND,,
S8551066,0,AS,#23274363,6485850620263,Manifested,,no,no,28,NOT FOUND,,
S8551159,0,AS,#23275183,6485880176999,Manifested,,no,no,28,NOT FOUND,,
S8552255,0,AS,#23275639,6485896724839,Manifested,,no,no,28,NOT FOUND,,
S8552687,0,AS,#23275818,6485903147367,Manifested,,no,no,28,NOT FOUND,,
S8553237,0,AS,#23275227,6485881717095,Manifested,,no,no,28,NOT FOUND,,
S8554170,0,AS,#23276351,6485922611559,Manifested,,no,no,28,NOT FOUND,,
S8554766,0,AS,#23277417,6485960786279,,OMSHOLD,no,no,28,NOT FOUND,,
S8555916,0,AS,#23277194,6485952758119,Manifested,,no,no,28,NOT FOUND,,
S8555931,0,AS,#23277201,6485953020263,Manifested,,no,no,28,NOT FOUND,,
S8556182,0,AS,#23277304,6485956788583,Manifested,,no,no,28,NOT FOUND,,
S8556393,0,AS,#23277402,6485960261991,Manifested,,no,no,28,NOT FOUND,,
S8556541,0,AS,#23277465,6485962555751,Manifested,,no,no,28,NOT FOUND,,
S8556823,0,AS,#23277590,6485967176039,Manifested,,no,no,28,NOT FOUND,,
S8557135,0,AS,#23277709,6485971534183,Manifested,,no,no,28,NOT FOUND,,
S8557386,0,AS,#23277832,6485975826791,Manifested,,no,no,28,NOT FOUND,,
S8557408,0,AS,#23277855,6485976645991,Manifested,,no,no,28,NOT FOUND,,
S8557605,0,AS,#23278607,6486003679591,Manifested,,no,no,28,NOT FOUND,,
S8557683,0,AS,#23277973,6485980938599,Manifested,,no,no,28,NOT FOUND,,
S8558057,0,AS,#23278106,6485985657191,Manifested,,no,no,28,NOT FOUND,,
S8559937,0,AS,#23277804,6485974876519,Manifested,,no,no,28,NOT FOUND,,
S8560676,0,AS,#23278500,6485999714663,Manifested,,no,no,28,NOT FOUND,,
S8564851,0,AS,#23278927,6486015148391,Manifested,,no,no,28,NOT FOUND,,
S8565311,0,AS,#23279634,6486040707431,Accepted,,no,no,28,NOT FOUND,,
S8566167,0,AS,#23279769,6486045589863,,OMSHOLD,no,no,28,NOT FOUND,,
S8566497,0,AS,#23279187,6486024716647,Manifested,,no,no,28,NOT FOUND,,
S8569978,0,AS,#23279393,6486032089447,Manifested,,no,no,28,NOT FOUND,,
S8571119,0,AS,#23279643,6486041035111,Manifested,,no,no,28,NOT FOUND,,
S8571864,0,AS,#23279889,6486049915239,Manifested,,no,no,28,NOT FOUND,,
S8574212,0,AS,#23280249,6486062989671,Manifested,,no,no,28,NOT FOUND,,
S8574308,0,AS,#23280727,6486080225639,Manifested,,no,no,28,NOT FOUND,,
S8574687,0,AS,#23280847,6486084485479,Manifested,,no,no,28,NOT FOUND,,
S8575007,0,AS,#23281334,6486101852519,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
S8575093,0,AS,#23281349,6486102409575,,OMSHOLD,no,no,28,NOT FOUND,,
S8575111,0,AS,#23280965,6486088810855,Manifested,,no,no,28,NOT FOUND,,
S8575135,0,AS,#23280572,6486074818919,Manifested,,no,no,28,NOT FOUND,,
S8576373,0,AS,#23281380,6486103490919,Manifested,,no,no,28,NOT FOUND,,
S8576891,0,AS,#23281538,6486109061479,Manifested,,no,no,28,NOT FOUND,,
S8577101,0,AS,#23281588,6486110830951,Manifested,,no,no,28,NOT FOUND,,
S8577393,0,AS,#23281632,6486112469351,Manifested,,no,no,28,NOT FOUND,,
S8577593,0,AS,#23281700,6486114828647,Manifested,,no,no,28,NOT FOUND,,
S8578485,0,AS,#23281876,6486121152871,Manifested,,no,no,28,NOT FOUND,,
S8578601,0,AS,#23281919,6486122660199,Manifested,,no,no,28,NOT FOUND,,
S8578646,0,AS,#23281573,6486110306663,Manifested,,no,no,28,NOT FOUND,,
S8578839,0,AS,#23281959,6486124167527,Manifested,,no,no,28,NOT FOUND,,
S8581071,0,AS,#23282007,6486125838695,Manifested,,no,no,28,NOT FOUND,,
S8581611,0,AS,#23282039,6486126985575,Manifested,,no,no,28,NOT FOUND,,
S8581971,0,AS,#23282093,6486128886119,Manifested,,no,no,28,NOT FOUND,,
S8583277,0,AS,#23282431,6486140911975,Manifested,,no,no,28,NOT FOUND,,
S8583437,0,AS,#23282477,6486142517607,Manifested,,no,no,28,NOT FOUND,,
S8583957,0,AS,#23282472,6486142353767,Manifested,,no,no,28,NOT FOUND,,
S8584237,0,AS,#23282596,6486146777447,Manifested,,no,no,28,NOT FOUND,,
S8584267,0,AS,#23282778,6486153560423,Manifested,,no,no,28,NOT FOUND,,
S8584634,0,AS,#23282868,6486157001063,Manifested,,no,no,28,NOT FOUND,,
S8584676,0,AS,#23282882,6486157558119,Manifested,,no,no,28,NOT FOUND,,
S8584699,0,AS,#23282742,6486152216935,Manifested,,no,no,28,NOT FOUND,,
S8584727,0,AS,#23282901,6486158246247,Manifested,,no,no,28,NOT FOUND,,
S8584762,0,AS,#23282906,6486158442855,Manifested,,no,no,28,NOT FOUND,,
S8585018,0,AS,#23282970,6486160867687,Manifested,,no,no,28,NOT FOUND,,
S8585226,0,AS,#23282738,6486152020327,Manifested,,no,no,28,NOT FOUND,,
S8585228,0,AS,#23283035,6486163390823,Manifested,,no,no,28,NOT FOUND,,
S8585276,0,AS,#23283062,6486164406631,Manifested,,no,no,28,NOT FOUND,,
S8585280,0,AS,#23283073,6486164832615,Manifested,,no,no,28,NOT FOUND,,
S8585436,0,AS,#23283146,6486167585127,Manifested,,no,no,28,NOT FOUND,,
S8585645,0,AS,#23283214,6486170337639,Manifested,,no,no,28,NOT FOUND,,
S8585823,0,AS,#23283155,6486167945575,Manifested,,no,no,28,NOT FOUND,,
S8585958,0,AS,#23283301,6486173811047,Manifested,,no,no,28,NOT FOUND,,
S8586003,0,AS,#23283326,6486174794087,Manifested,,no,no,28,NOT FOUND,,
S8517395,0,AS,#23264893,6485503476071,Manifested,,no,no,28,NOT FOUND,,
S8519638,0,AS,#23268385,6485634253159,Manifested,,no,no,28,NOT FOUND,,
SH511327,0,AYS004,#23265591,6485530902887,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
WS508591,0,AYS058,#23264598,6485490958695,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
WB526671,0,AYS006,#23270086,6485696840039,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
WP536486,0,AYS014,#23271926,6485763359079,Shipped,OMSHOLD,no,no,28,NOT FOUND,,
S8586351,0,AS,#23283488,6486181544295,Manifested,,no,no,27,NOT FOUND,,
WL588830,0,AYS075,#23284481,6486221521255,,OMSHOLD,no,no,27,NOT FOUND,,
V8586542,0,AV,#23283620,6486187311463,,OMSHOLD,no,no,27,NOT FOUND,,
V8620153,0,AV,#23291814,6486486516071,,OMSHOLD,no,no,27,NOT FOUND,,
S8586528,0,AS,#23283614,6486187114855,Manifested,,no,no,27,NOT FOUND,,
V8621083,0,AV,#23292192,6486499754343,,OMSHOLD,no,no,27,NOT FOUND,,
V8586836,0,AV,#23283737,6486192357735,,OMSHOLD,no,no,27,NOT FOUND,,
V8620056,0,AV,#23291785,6486485467495,,OMSHOLD,no,no,27,NOT FOUND,,
S8586670,0,AS,#23283569,6486185214311,Manifested,,no,no,27,NOT FOUND,,
V8621298,0,AV,#23292281,6486502932839,,OMSHOLD,no,no,27,NOT FOUND,,
V8586878,0,AV,#23283759,6486193308007,,,no,no,27,NOT FOUND,,
V8621472,0,AV,#23292356,6486505652583,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8586703,0,AS,#23283598,6486186459495,Manifested,,no,no,27,NOT FOUND,,
V8621562,0,AV,#23292402,6486507356519,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8587036,0,AV,#23283818,6486195732839,,OMSHOLD,no,no,27,NOT FOUND,,
V8621723,0,AV,#23292484,6486510371175,,OMSHOLD,no,no,27,NOT FOUND,,
S8586745,0,AS,#23283614,6486187114855,Accepted,,no,no,27,NOT FOUND,,
V8621974,0,AV,#23292609,6486514893159,,,no,no,27,NOT FOUND,,
V8587592,0,AV,#23284028,6486204252519,,OMSHOLD,no,no,27,NOT FOUND,,
V8622005,0,AV,#23292632,6486515712359,,OMSHOLD,no,no,27,NOT FOUND,,
S8586761,0,AS,#23283702,6486190850407,Manifested,,no,no,27,NOT FOUND,,
V8622980,0,AV,#23293117,6486533505383,,OMSHOLD,no,no,27,NOT FOUND,,
V8587886,0,AV,#23284148,6486209003879,,OMSHOLD,no,no,27,NOT FOUND,,
V8623220,0,AV,#23293246,6486537961831,,OMSHOLD,no,no,27,NOT FOUND,,
S8586930,0,AS,#23283702,6486190850407,Accepted,,no,no,27,NOT FOUND,,
V8623450,0,AV,#23293383,6486542877031,,,no,no,27,NOT FOUND,,
V8587957,0,AV,#23284170,6486209855847,,,no,no,27,NOT FOUND,,
V8623759,0,AV,#23293549,6486548808039,,,no,no,27,NOT FOUND,,
S8586982,0,AS,#23283718,6486191538535,Manifested,,no,no,27,NOT FOUND,,
V8620287,0,AV,#23291877,6486488711527,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8588452,0,AV,#23284349,6486216540519,,OMSHOLD,no,no,27,NOT FOUND,,
V8625813,0,AV,#23294589,6486586392935,,OMSHOLD,no,no,27,NOT FOUND,,
S8587207,0,AS,#23283780,6486194192743,Manifested,,no,no,27,NOT FOUND,,
V8626105,0,AV,#23294737,6486591635815,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8588851,0,AV,#23284484,6486221619559,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8626840,0,AV,#23295144,6486606020967,,OMSHOLD,no,no,27,NOT FOUND,,
S8587214,0,AS,#23283708,6486191079783,Manifested,,no,no,27,NOT FOUND,,
V8626843,0,AV,#23295143,6486606053735,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8590810,0,AV,#23285177,6486246785383,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8626855,0,AV,#23295156,6486606446951,,OMSHOLD,no,no,27,NOT FOUND,,
S8587303,0,AS,#23283817,6486195700071,Manifested,,no,no,27,NOT FOUND,,
V8626876,0,AV,#23295168,6486606774631,,OMSHOLD,no,no,27,NOT FOUND,,
V8591121,0,AV,#23285287,6486250619239,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8627122,0,AV,#23295296,6486611394919,,OMSHOLD,no,no,27,NOT FOUND,,
S8587305,0,AS,#23283814,6486195601767,Manifested,,no,no,27,NOT FOUND,,
V8627209,0,AV,#23295346,6486613066087,,OMSHOLD,no,no,27,NOT FOUND,,
V8591199,0,AV,#23285314,6486251602279,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8627403,0,AV,#23295482,6486617686375,,OMSHOLD,no,no,27,NOT FOUND,,
S8586336,0,AS,#23283380,6486177055079,Manifested,,no,no,27,NOT FOUND,,
V8627701,0,AV,#23295612,6486622175591,,OMSHOLD,no,no,27,NOT FOUND,,
V8591500,0,AV,#23285427,6486255731047,,,no,no,27,NOT FOUND,,
V8628692,0,AV,#23296160,6486641443175,,OMSHOLD,no,no,27,NOT FOUND,,
S8587407,0,AS,#23283760,6486193340775,Manifested,,no,no,27,NOT FOUND,,
V8628804,0,AV,#23296230,6486644064615,,OMSHOLD,no,no,27,NOT FOUND,,
V8591754,0,AV,#23285512,6486258712935,,OMSHOLD,no,no,27,NOT FOUND,,
V8628926,0,AV,#23296302,6486646620519,,OMSHOLD,no,no,27,NOT FOUND,,
S8587554,0,AS,#23283915,6486199632231,Manifested,,no,no,27,NOT FOUND,,
V8629100,0,AV,#23296391,6486649766247,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8592969,0,AV,#23285978,6486275588455,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8629155,0,AV,#23296428,6486651208039,,OMSHOLD,no,no,27,NOT FOUND,,
S8587624,0,AS,#23283932,6486200385895,Manifested,,no,no,27,NOT FOUND,,
V8629740,0,AV,#23296735,6486661955943,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8593928,0,AV,#23286331,6486288433511,,OMSHOLD,no,no,27,NOT FOUND,,
V8629968,0,AV,#23296781,6486663659879,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8587653,0,AS,#23283846,6486196846951,Manifested,,no,no,27,NOT FOUND,,
V8629983,0,AV,#23296863,6486666608999,,OMSHOLD,no,no,27,NOT FOUND,,
V8594201,0,AV,#23286392,6486290563431,,OMSHOLD,no,no,27,NOT FOUND,,
V8630478,0,AV,#23297133,6486676177255,,OMSHOLD,no,no,27,NOT FOUND,,
S8587755,0,AS,#23283987,6486202581351,Manifested,,no,no,27,NOT FOUND,,
V8630669,0,AV,#23297226,6486679519591,,OMSHOLD,no,no,27,NOT FOUND,,
V8594532,0,AV,#23286450,6486292693351,,OMSHOLD,no,no,27,NOT FOUND,,
V8631119,0,AV,#23297440,6486687285607,,OMSHOLD,no,no,27,NOT FOUND,,
S8587845,0,AS,#23284132,6486208381287,,OMSHOLD,no,no,27,NOT FOUND,,
V8631590,0,AV,#23297641,6486694396263,,OMSHOLD,no,no,27,NOT FOUND,,
V8600451,0,AV,#23287085,6486315467111,,,no,no,27,NOT FOUND,,
V8631860,0,AV,#23297748,6486698197351,,OMSHOLD,no,no,27,NOT FOUND,,
S8587958,0,AS,#23284050,6486205104487,Manifested,,no,no,27,NOT FOUND,,
V8632027,0,AV,#23297823,6486700949863,,OMSHOLD,no,no,27,NOT FOUND,,
V8600711,0,AV,#23287129,6486317105511,,,no,no,27,NOT FOUND,,
V8634851,0,AV,#23298433,6486722412903,,OMSHOLD,no,no,27,NOT FOUND,,
S8587977,0,AS,#23284063,6486205596007,Manifested,,no,no,27,NOT FOUND,,
V8637040,0,AV,#23298464,6486723494247,,OMSHOLD,no,no,27,NOT FOUND,,
V8600896,0,AV,#23287158,6486318154087,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8637431,0,AV,#23298467,6486723625319,,OMSHOLD,no,no,27,NOT FOUND,,
S8588293,0,AS,#23284143,6486208807271,Manifested,,no,no,27,NOT FOUND,,
V8638019,0,AV,#23298522,6486725525863,,,no,no,27,NOT FOUND,,
V8601283,0,AV,#23287219,6486320513383,,,no,no,27,NOT FOUND,,
V8625299,0,AV,#23294295,6486575776103,,OMSHOLD,no,no,27,NOT FOUND,,
S8588646,0,AS,#23284255,6486213099879,Manifested,,no,no,27,NOT FOUND,,
V8641827,0,AV,#23299450,6486758424935,,,no,no,27,NOT FOUND,,
V8601871,0,AV,#23287286,6486322839911,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8642208,0,AV,#23299672,6486766485863,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8588759,0,AS,#23284299,6486214672743,Manifested,,no,no,27,NOT FOUND,,
V8642710,0,AV,#23299906,6486775169383,,,no,no,27,NOT FOUND,,
V8602844,0,AV,#23287347,6486325133671,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8643138,0,AV,#23299370,6486755508583,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8589169,0,AS,#23284401,6486218539367,Manifested,,no,no,27,NOT FOUND,,
V8643605,0,AV,#23300405,6486793060711,,OMSHOLD,no,no,27,NOT FOUND,,
V8604073,0,AV,#23287385,6486326444391,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8644836,0,AV,EXCHL-22500841-1,6486816850279,,OMSHOLD,no,no,27,NOT FOUND,,
S8589212,0,AS,#23284409,6486218834279,Manifested,,no,no,27,NOT FOUND,,
V8645558,0,AV,#23301477,6486832709991,,,no,no,27,NOT FOUND,,
V8604652,0,AV,#23287533,6486331785575,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8645848,0,AV,#23301651,6486839099751,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8589368,0,AS,#23284460,6486220767591,Manifested,,no,no,27,NOT FOUND,,
V8646157,0,AV,#23301814,6486844997991,,,no,no,27,NOT FOUND,,
V8604921,0,AV,#23287540,6486332014951,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8646177,0,AV,#23301826,6486845423975,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8589369,0,AS,#23284461,6486220800359,XBHOSP,,no,no,27,NOT FOUND,,
V8646468,0,AV,#23301978,6486850797927,,,no,no,27,NOT FOUND,,
V8586200,0,AV,#23283481,6486181249383,,OMSHOLD,no,no,27,NOT FOUND,,
V8646610,0,AV,#23302072,6486854173031,,,no,no,27,NOT FOUND,,
S8589459,0,AS,#23284489,6486221848935,Manifested,,no,no,27,NOT FOUND,,
V8646658,0,AV,#23302093,6486854893927,,OMSHOLD,no,no,27,NOT FOUND,,
V8606148,0,AV,#23287693,6486337519975,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8646944,0,AV,#23302248,6486860398951,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8589474,0,AS,#23284694,6486229320039,Shipped,OMSHOLD,no,no,27,NOT FOUND,,
V8620036,0,AV,#23291780,6486485303655,,OMSHOLD,no,no,27,NOT FOUND,,
V8606518,0,AV,#23287758,6486339846503,,OMSHOLD,no,no,27,NOT FOUND,,
V8619828,0,AV,#23291686,6486482026855,,OMSHOLD,no,no,27,NOT FOUND,,
S8589514,0,AS,#23284704,6486229680487,,OMSHOLD,no,no,27,NOT FOUND,,
V8619066,0,AV,#23291380,6486470918503,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8606532,0,AV,#23287761,6486339944807,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8618998,0,AV,#23291341,6486469542247,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8589591,0,AS,#23284536,6486223585639,Manifested,,no,no,27,NOT FOUND,,
V8618452,0,AV,#23291142,6486462366055,,,no,no,27,NOT FOUND,,
V8606609,0,AV,#23287774,6486340403559,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8618386,0,AV,#23291125,6486461808999,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
S8586978,0,AS,#23283717,6486191472999,Manifested,,no,no,27,NOT FOUND,,
V8618321,0,AV,#23291093,6486460629351,,OMSHOLD,no,no,27,NOT FOUND,,
V8606816,0,AV,#23287836,6486342631783,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8617498,0,AV,#23290887,6486453158247,,OMSHOLD,no,no,27,NOT FOUND,,
S8589825,0,AS,#23284617,6486226600295,Manifested,,no,no,27,NOT FOUND,,
V8616145,0,AV,#23290809,6486450340199,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8607251,0,AV,#23287924,6486345777511,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8614393,0,AV,#23290559,6486441263463,,OMSHOLD,no,no,27,NOT FOUND,,
S8589831,0,AS,#23284619,6486226665831,Manifested,,no,no,27,NOT FOUND,,
V8613957,0,AV,EXCHL-23092519-1,6486434087271,,OMSHOLD,no,no,27,NOT FOUND,,
V8607288,0,AV,#23287937,6486346203495,,OMSHOLD,no,no,27,NOT FOUND,,
V8613741,0,AV,#23290334,6486432973159,,,no,no,27,NOT FOUND,,
S8590012,0,AS,#23284678,6486228762983,Manifested,,no,no,27,NOT FOUND,,
V8613006,0,AV,#23290096,6486424420711,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8607472,0,AV,#23287986,6486347972967,,,no,no,27,NOT FOUND,,
V8612982,0,AV,#23290088,6486424093031,,OMSHOLD,no,no,27,NOT FOUND,,
S8590163,0,AS,#23284714,6486230073703,Manifested,,no,no,27,NOT FOUND,,
V8612262,0,AV,#23289815,6486414098791,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8608040,0,AV,#23288174,6486354821479,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
V8611461,0,AV,#23289484,6486402171239,,,no,no,27,NOT FOUND,,
S8590252,0,AS,#23284728,6486230565223,Manifested,,no,no,27,NOT FOUND,,
V8610731,0,AV,#23289201,6486391914855,Backorder,OMSHOLD,no,no,27,NOT FOUND,,
