OrderNumber,WarehouseStatus,CustOrderNum,ItemNumber,Warehouse,OrderQty,ShippedQty,CancelQty
V9366074,Invoiced,#23537972,M3156R056034,AV,2,2,0
V9366781,Backorder,#23538302,W51361R040642,AS,1,0,0
V9366887,Backorder,#23538353,W9811R065092,AV,1,0,0
V9367465,Backorder,#23538645,W9811R065092,AV,1,0,0
V9367701,Backorder,#23538758,W9811R065091,AS,1,0,0
V9367768,Backorder,#23538789,W9811R065092,AV,1,0,0
V9368163,Backorder,#23538981,M3199R043524,AS,1,0,0
V9368209,Backorder,#23539007,W54174R011,AM,1,0,0
V9368209,Backorder,#23539007,W9811R065091,AS,1,0,0
V9368590,Backorder,#23539185,W9811R065092,AV,1,0,0
V9368768,Backorder,#23539270,W9811R065092,AV,1,0,0
V9369986,Backorder,#23539837,W9811R065092,AV,1,0,0
V9370356,Backorder,#23540012,W9811R065091,AS,1,0,0
V9370638,Backorder,#23540134,W9811R065090,AV,1,0,0
V9371281,Backorder,#23540423,W9811R065092,AV,1,0,0
V9372857,Backorder,#23541129,W9811R065092,AV,1,0,0
V9373967,Backorder,#23541496,W9811R065092,AV,1,0,0
V9375411,Backorder,#23541782,W9811R065092,AV,1,0,0
V9376264,Backorder,#23541909,W54162R014,AS,1,0,0
V9379766,Backorder,#23542088,W9811R065092,AV,1,0,0
V9379824,Backorder,#23542102,W9811R065092,AV,1,0,0
V9380202,,#23542154,W9811R065091,AS,1,0,0
V9380204,Backorder,#23542155,W9811R065090,AV,1,0,0
V9380282,Backorder,#23542178,W9811R065092,AV,1,0,0
V9381286,,#23542345,W9811R065091,AV,1,0,0
V9381681,Backorder,#23542399,W9811R065091,AS,1,0,0
V9382366,Backorder,#23542476,W9811R065092,AV,1,0,0
V9387121,Backorder,#23542673,W9811R065092,AV,1,0,0
V9390186,Backorder,#23543131,W9811R065092,AV,1,0,0
V9390274,Backorder,#23543153,W9811R065092,AV,1,0,0
V9390467,Backorder,#23543197,W9811R065091,AS,1,0,0
V9390686,,#23543253,W9811R065091,AV,1,0,0
V9390978,Backorder,EXCHL-22572380-1,W9811R065092,AV,1,0,0
D9391446,Invoiced,#23543451,W9680R01002,AM,1,0,1
V9391890,Backorder,#23543547,M3199R043523,AS,1,0,0
V9393687,Backorder,#23543818,M3199R043524,AS,1,0,0
V9396175,Backorder,#23543949,W9811R065092,AV,1,0,0
V9396181,Backorder,#23543950,W9811R065092,AV,1,0,0
V9396622,Backorder,EXCHL-22644974-1,W9811R065092,AV,1,0,0
V9397005,Backorder,#23544169,W54162R013,AS,1,0,0
V9397757,Backorder,#23544412,W9811R065092,AV,1,0,0
V9398039,Backorder,#23544535,W9811R065091,AS,1,0,0
V9399118,Invoiced,#23544986,W9811R065092,AV,1,0,1
V9399150,Backorder,#23545010,W9811R065092,AV,1,0,0
V9399188,Backorder,#23545034,W9811R065092,AV,1,0,0
V9400557,Backorder,#23545941,W9811R065092,AV,1,0,0
V9400800,Backorder,#23546081,W9811R065091,AS,1,0,0
V9400826,Backorder,#23546097,W9811R065090,AV,1,0,0
V9401018,Backorder,#23546226,W9811R065092,AV,1,0,0
V9401230,Backorder,#23546383,M3199R043524,AS,1,0,0
V9401278,Backorder,#23546402,W9811R065092,AV,1,0,0
V9401609,Backorder,#23546637,W9811R065092,AV,1,0,0
V9401832,Backorder,#23546775,W9811R065092,AV,1,0,0
V9403361,Backorder,#23547205,W9811R065092,AV,1,0,0
V9404236,Backorder,#23547464,W9811R065092,AV,1,0,0
S9406313,OE-CANCEL,#23548521,W5473R021253,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W5473R021252,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W51118R013,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W51118R012,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W51118R032992,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W6489R003,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W6489R002,AS,1,0,1
V9406313,OE-CANCEL,#23548521,W5473R032993,AV,1,0,1
S9406313,OE-CANCEL,#23548521,A0494U011,AS,1,0,1
S9406313,OE-CANCEL,#23548521,A0494U001,AS,1,0,1
S9406313,OE-CANCEL,#23548521,A0225U001,AS,1,0,1
S9406313,OE-CANCEL,#23548521,A0225U011,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W4529R032993,AS,1,0,1
V9406313,OE-CANCEL,#23548521,W9799R032993,AV,1,0,1
V9406313,OE-CANCEL,#23548521,W9799R032992,AV,1,0,1
V9406313,OE-CANCEL,#23548521,W9768R032993,AV,1,0,1
V9406313,OE-CANCEL,#23548521,W9609R032992,AV,1,0,1
V9406313,OE-CANCEL,#23548521,W9609R032993,AV,1,0,1
S9406313,OE-CANCEL,#23548521,W7066R018581,AS,1,0,1
S9406313,OE-CANCEL,#23548521,W7066R018581,AS,1,0,1
SOM06314,OE-CANCEL,#23548521,W6461RG029102,AYS072,1,0,1
V9406602,Backorder,#23548687,W9811R065091,AV,1,0,0
V9408151,Backorder,#23549515,W9811R065092,AV,1,0,0
V9408533,Backorder,#23549727,W9811R065092,AM,1,0,0
V9408655,Backorder,#23549791,W9811R065091,AS,1,0,0
V9409638,Backorder,#23550231,W9811R065091,AS,1,0,0
V9411261,Backorder,#23550839,W9811R065092,AV,1,0,0
V9413467,Backorder,#23551077,W9811R065092,AV,1,0,0
V9414810,Backorder,#23551687,W54162R010,AS,1,0,0
S9414943,Invoiced,#23551740,W9843R063354,AS,1,1,0
S9421350,Manifested,#23551740,W9843R063354,AS,1,0,0
V9415342,Backorder,#23551980,W9811R065091,AV,1,0,0
V9416305,Backorder,#23552498,W9811R065091,AS,1,0,0
V9417088,Backorder,#23552948,M3199R043524,AS,1,0,0
V9419211,Backorder,#23554056,W54162R011,AS,1,0,0
V9420568,Backorder,#23554765,W9811R065091,AM,1,0,0
V9421089,Backorder,#23555052,W51361R040642,AS,1,0,0
V9421358,Backorder,#23555165,W9811R065092,AV,1,0,0
V9421423,Backorder,#23555199,W54162R012,AS,1,0,0
V9421423,Backorder,#23555199,W54162R011,AS,1,0,0
V9421714,Backorder,#23555349,W9811R065092,AV,1,0,0
V9422330,Backorder,#23555622,W9811R065092,AV,1,0,0
V9422808,Backorder,#23555834,W54162R012,AS,1,0,0
V9423873,Backorder,#23556315,W9811R065092,AV,1,0,0
V9424656,Backorder,#23556516,W9811R065092,AV,1,0,0
V9425667,Backorder,#23556617,W9811R065092,AV,1,0,0
WT429847,Invoiced,#23557378,W6240R062813,AYS033,1,1,0
HRE29850,Invoiced,#23557378,W6240R062813,AYS105,1,1,0
HRE40503,Accepted,#23557378,W6240R062813,AYS105,1,0,0
KS429847,Invoiced,#23557378,W6240R062811,AYS059,1,1,0
KS440502,Waved,#23557378,W6240R062811,AYS059,8,0,0
TG429847,Invoiced,#23557378,W9351RG063352,AYS003,1,1,0
LV429847,Invoiced,#23557378,W9351RG063352,AYS063,1,1,0
SML29847,Invoiced,#23557378,W9351RG063352,AYS116,1,1,0
TG440501,Waved,#23557378,W9351RG063352,AYS003,1,0,0
V9431055,Backorder,#23557974,W9811R065090,AV,1,0,0
V9432147,Backorder,#23558495,W9811R065091,AS,1,0,0
V9433232,Backorder,#23558957,W9811R065092,AM,1,0,0
V9433232,Backorder,#23558957,W9730R063261,AV,1,0,0
V9433891,Backorder,#23559162,W9811R065092,AV,1,0,0
V9435575,Backorder,#23559258,W9811R065092,AV,1,0,0
V9437152,Backorder,#23559654,W9811R065092,AV,1,0,0
V9438500,Backorder,#23560267,M3199R043524,AS,1,0,0
V9438869,Backorder,#23560456,W9811R065092,AV,1,0,0
V9439037,Backorder,#23560557,W9811R065092,AV,1,0,0
V9441470,Backorder,#23562061,W9811R065092,AV,1,0,0
V9443971,Backorder,#23563508,W54162R011,AS,1,0,0
V9444931,Backorder,#23564047,W9811R065091,AV,1,0,0
V9445533,Backorder,#23564396,W9811R065092,AS,1,0,0
CO446815,Invoiced,#23565148,W6334R062814,AYS076,1,1,0
CO449809,Waved,#23565148,W6334R062814,AYS076,1,0,0
V9450498,Backorder,#23567154,U3039R059840,AS,1,0,0
V9451775,Backorder,#23567776,W9811R065092,AV,1,0,0
V9451917,Backorder,#23567833,W9811R065092,AV,1,0,0
V9452024,Backorder,#23567862,W9811R065090,AV,1,0,0
V9452056,Backorder,#23567872,W9811R065091,AV,1,0,0
V9453937,Backorder,#23568496,W9811R065090,AV,1,0,0
V9472350,Backorder,#23568769,W9730R063262,AV,1,0,0
V9472350,Backorder,#23568769,W9811R065092,AV,1,0,0
V9474016,Backorder,#23568916,W9811R065091,AV,1,0,0
V9474662,Backorder,#23568963,W9811R065092,AV,1,0,0
V9475581,Backorder,#23569051,W9811R065091,AS,1,0,0
V9495655,,#23569385,W6289R060270,AV,1,0,0
V9495655,,#23569385,W2675RG060550,AV,1,0,0
V9495655,,#23569385,W7066R018581,AS,1,0,0
S9495655,Invoiced,#23569385,W7066R018581,AS,1,1,0
S9767454,Cancel,#23569385,W9730R063261,AS,1,0,0
V9495655,,#23569385,W6273R060270,AV,1,0,0
V9495655,,#23569385,A0494U063261,AV,1,0,0
V9548265,Invoiced,#23569439,W9811R065091,AV,1,0,1
V9586082,Backorder,#23569868,W9811R065092,AV,1,0,0
V9670498,Backorder,#23570178,W54162R010,AS,1,0,0
V9673728,Backorder,#23570437,W9811R065092,AV,1,0,0
V9676065,Backorder,#23570570,W54162R010,AS,1,0,0
V9676158,Backorder,#23570586,W54162R014,AS,1,0,0
V9678745,Backorder,#23570674,W9811R065092,AV,1,0,0
V9686650,Backorder,#23570832,W9811R065092,AS,1,0,0
MM693056,Ready,#23570988,W9351RG00011,AYS089,1,0,0
V9698473,Backorder,#23571214,W54162R013,AS,1,0,0
V9699067,Backorder,#23571242,W9811R065092,AV,1,0,0
V9745773,Backorder,#23572183,W9811R065092,AV,1,0,0
V9750244,Backorder,#23572284,W9811R065091,AV,1,0,0
KP758429,Ready,#23572524,M5177R0128R,AYS073,1,0,0
V9764635,Invoiced,#23573506,W6334R012,AV,1,1,0
V9767210,Backorder,#23574283,W9811R065092,AV,1,0,0
V9768865,Backorder,#23575063,W9811R065092,AV,1,0,0
V9769778,Backorder,#23575569,W9811R065092,AV,1,0,0
V9773972,Backorder,#23577513,W9811R065092,AV,1,0,0
V9775459,Backorder,#23578184,W9811R065092,AV,1,0,0
V9776920,Backorder,#23578916,W9811R065092,AV,1,0,0
V9776920,Backorder,#23578916,W9730R063262,AV,1,0,0
V9791572,Backorder,#23583874,W9811R065091,AV,1,0,0
V9792392,Backorder,EXCHL-23333787-1,W9811R065092,AV,1,0,0
V9792956,Backorder,#23584172,W9811R065092,AV,1,0,0
MA794281,Ready,#23584606,U3031RG011,AYS083,1,0,0
MA794281,Ready,#23584606,A0480U01002,AYS083,1,0,0
V9795101,Backorder,#23584950,W6468R014074,AS,1,0,0
V9796428,Backorder,#23585470,W9811R065092,AV,1,0,0
V9796653,Backorder,#23585553,W9811R065092,AV,1,0,0
PB798702,OE-CANCEL,#23586230,M1224R002,AYS036,1,0,1
V9802759,Backorder,#23586840,W9811R065092,AV,1,0,0
V9828428,Backorder,#23587357,W9811R065092,AV,1,0,0
V9829513,Backorder,#23587752,W9811R065092,AV,1,0,0
V9829556,Backorder,#23587765,W9811R065091,AV,1,0,0
D9830763,Invoiced,#23588302,W6334R012,AM,1,1,0
V9833078,Backorder,#23589177,W9811R065092,AV,1,0,0
OO833769,Ready,#23589475,U3031RG013,AYS016,1,0,0
D9833799,Invoiced,#23589486,W6334R012,AM,1,1,0
V9835359,Backorder,#23589961,W54162R011,AS,1,0,0
V9837825,Backorder,#23590392,W9811R065092,AV,1,0,0
V9839643,Backorder,#23590932,W9811R065092,AV,1,0,0
V9840469,Backorder,#23591157,W9811R065092,AV,1,0,0
V9841460,Backorder,#23591518,W9811R065092,AV,1,0,0
V9843591,Invoiced,#23592221,W9811R065093,AV,1,0,1
V9843641,,#23592232,W6334R038423,AS,1,0,0
V9843641,,#23592232,W6334R013,AV,1,0,0
V9845632,Backorder,#23592758,W9811R065091,AV,1,0,0
SOM48712,Invoiced,#23593301,M5177R0136L,AYS072,1,1,0
SOM48752,Waved,#23593301,M5177R0136L,AYS072,3,0,0
V9849157,Backorder,#23593391,W9811R065092,AV,1,0,0
V9851914,Backorder,#23593848,W9811R065092,AV,1,0,0
V9855763,Backorder,#23593916,W54162R014,AS,1,0,0
V9856776,Backorder,#23594045,W9811R065092,AV,1,0,0
V9857099,Backorder,#23594105,W9811R065091,AV,1,0,0
V9858147,Backorder,#23594261,W9811R065092,AV,1,0,0
V9859207,Backorder,#23594533,W9811R065090,AV,1,0,0
V9859259,Backorder,#23594551,W9811R065092,AV,1,0,0
V9860025,Backorder,#23594717,W54162R011,AS,1,0,0
V9872368,Backorder,#23595628,W9811R065091,AV,1,0,0
V9881763,Backorder,#23595880,W9811R065091,AV,1,0,0
V9882809,Backorder,#23595982,W51361R040642,AS,1,0,0
V9893211,Invoiced,#23597284,W6334R013,AV,1,1,0
V9893211,Invoiced,#23597284,W6334R038423,AV,1,1,0
V9895051,Backorder,#23597690,W54162R010,AS,1,0,0
V9908751,Backorder,#23597924,W9811R065092,AV,1,0,0
V9909329,Backorder,#23598155,W9811R065091,AV,1,0,0
V9910575,Backorder,#23598578,W9811R065092,AV,2,0,0
V9911486,Backorder,#23598779,W9811R065092,AV,1,0,0
V9911653,Backorder,#23598855,W9811R065092,AV,1,0,0
V9911791,Backorder,#23598945,W54162R010,AS,1,0,0
V9913044,Backorder,#23599268,W9811R065092,AV,1,0,0
D7213562,Invoiced,#23599787,W6334R012,AM,1,1,0
V9918129,Backorder,#23600855,W9811R065092,AV,1,0,0
CO919093,Invoiced,#23601209,W6334R063264,AYS076,1,1,0
GD919087,Invoiced,#23601209,W6334R063264,AYS081,1,1,0
WAS19087,OE-CANCEL,#23601209,W6334R063264,AYS106,1,0,1
D7218855,Invoiced,#23601428,W6334R012,AM,1,1,0
V9922861,Backorder,#23602133,W54162R012,AS,1,0,0
V9923962,Invoiced,#23602460,W6334R013,AV,1,1,0
V9932918,,#23603268,W51432R011,AM,1,0,0
V9932918,,#23603268,W6334R013,AV,1,0,0
V9933748,Backorder,#23603403,W9811R065092,AV,1,0,0
D7219025,Invoiced,#23603558,W6334R012,AM,1,1,0
V9935210,Backorder,#23603565,W9811R065092,AV,1,0,0
D9945249,,#23604090,W54162R011,AS,1,0,0
D9945249,,#23604090,W51432R011,AV,1,0,0
D9946401,Invoiced,#23604393,W51432R011,AM,1,1,0
V9954325,Backorder,#23605878,M3199R043523,AS,1,0,0
V9958009,Backorder,#23607398,W9811R065091,AV,1,0,0
V9959612,Backorder,#23608128,W9811R065092,AS,1,0,0
V9960212,Backorder,#23608429,W9811R065090,AM,1,0,0
V9961867,Backorder,#23609264,W9811R065092,AV,1,0,0
V9961899,Backorder,#23609271,W6468R014074,AS,1,0,0
V9962494,Backorder,#23609547,W9811R065092,AV,1,0,0
OO963739,Ready,#23610129,W2675RG01002,AYS016,1,0,0
V9963850,Backorder,#23610202,W9811R065092,AM,1,0,0
V9965361,Backorder,#23610822,W9811R065092,AM,1,0,0
V9965951,Backorder,#23611068,W9811R065092,AM,1,0,0
MM975852,Ready,#23613999,A0685U05792055,AYS089,1,0,0
LS977364,Ready,#23614381,W51298R01001,AYS055,1,0,0
V9986452,Backorder,#23615238,W9811R065090,AS,1,0,0
V9989607,Backorder,#23615497,W9811R065091,AS,1,0,0
V9992187,Backorder,#23616071,W9811R065091,AV,1,0,0
S9992925,Accepted,#23616246,W54162R014,AS,1,0,0
V9993314,Invoiced,#23616354,W51432R011,AV,2,2,0
D9993314,,#23616354,W51432R011,AM,4,0,0
S9994103,XBHOSP,#23616586,W6334R038423,AS,1,0,0
S9994254,Accepted,#23616622,W54162R011,AS,1,0,0
V9994479,Backorder,#23616686,W9811R065092,AM,1,0,0
V0019055,Invoiced,#23616908,W6334R062812,AV,3,1,2
V9995715,Invoiced,#23617065,W9811R065092,AV,1,0,1
V9995864,Backorder,#23617107,W9811R065092,AV,1,0,0
V9995950,Backorder,#23617155,W9811R065093,AV,1,0,0
SOM87539,Invoiced,#23617290,W51432R011,AYS072,1,1,0
SOM42052,Invoiced,#23617290,W51432R011,AYS072,2,2,0
V9996489,Invoiced,#23617313,W51432R012,AV,1,1,0
PB996489,Invoiced,#23617313,W51432R012,AYS036,2,0,2
V9996544,,#23617320,W51432R012,AYS011,1,0,0
V9996544,,#23617320,W51432R012,AM,2,0,0
V9997828,Backorder,#23617888,W9811R065092,AM,1,0,0
D0008838,Invoiced,#23619678,W6334R012,AM,1,1,0
BO009404,Ready,#23619783,W9680R00013,AYS017,1,0,0
BO009404,Ready,#23619783,W51298R00013,AYS017,1,0,0
V0013859,Backorder,#23620723,W9811R065092,AM,1,0,0
V0015393,Backorder,#23621227,A0590U06647011,AS,1,0,0
V0016631,Backorder,#23621656,W9811R065092,AV,1,0,0
V0016631,Backorder,#23621656,W51432R012,AV,1,0,0
S0017336,Manifested,#23621925,W9724R040643,AV,1,0,0
MA017695,Ready,#23622042,W1406R013,AYS083,1,0,0
D0018090,Invoiced,#23622130,W6334R012,AM,1,1,0
V0020084,Backorder,#23622466,W9811R065092,AV,1,0,0
V0022828,Backorder,#23623491,W9811R065091,AS,1,0,0
V0030755,Backorder,#23624691,W9730R063262,AV,1,0,0
V0032128,Backorder,#23625050,W6468R014074,AS,1,0,0
V0038353,Invoiced,#23625824,W6334R012,AV,1,1,0
V0038353,Invoiced,#23625824,W9730R063262,AV,1,1,0
V0044858,Backorder,#23627489,W9811R065092,AS,1,0,0
V0048041,Backorder,#23628385,W9811R065090,AV,1,0,0
V0048134,Backorder,#23628434,W9811R065092,AM,1,0,0
V0049378,Backorder,#23628930,W54162R012,AS,1,0,0
V0049668,Backorder,#23629050,W54162R012,AS,1,0,0
MT051746,Ready,#23629824,A0480U01003,AYS043,1,0,0
MT051746,Ready,#23629824,M6143R014,AYS043,1,0,0
MT051746,Ready,#23629824,M1251R013,AYS043,1,0,0
V0057967,Backorder,#23630692,W6468R014074,AS,1,0,0
V0068391,Backorder,#23634254,W54162R011,AS,1,0,0
V0069797,Backorder,#23634853,W9811R065092,AV,1,0,0
V0069951,Backorder,#23634937,W9811R065092,AV,1,0,0
V0070069,Backorder,#23634986,W54174R012,AV,1,0,0
V0070584,Backorder,#23635215,W9811R065091,AS,1,0,0
V0071509,Backorder,#23635685,W9811R065092,AV,1,0,0
V0071865,Backorder,#23635827,W9811R065092,AM,1,0,0
V0073676,Backorder,#23636491,W9811R065091,AV,1,0,0
V0073856,Backorder,EXCHL-23052901-1,W54162R011,AS,1,0,0
V0184474,Backorder,#23637957,W9811R065092,AM,1,0,0
V0184474,Backorder,#23637957,W9730R063261,AV,1,0,0
V0292785,Backorder,#23638318,W9811R065091,AV,1,0,0
V0430295,Backorder,#23638770,W9811R065091,AV,1,0,0
V0438428,Invoiced,#23638779,W3923R025122,AV,1,1,0
V0438428,Invoiced,#23638779,A0054U025121,AV,1,1,0
V0438428,Invoiced,#23638779,A0480U064682,AV,1,1,0
V0438428,Invoiced,#23638779,W9829R025122,AV,1,1,0
V0438428,Invoiced,#23638779,W5561R025122,AV,1,1,0
MA505554,Ready,#23639138,M6131R029102,AYS083,1,0,0
V0514512,Backorder,#23639251,W9811R065092,AV,1,0,0
D0565315,Backorder,#23639255,A0684U011,AM,1,0,0
V6661303,Packing,#23639427,W6334R011,AV,1,0,0
V0585071,Backorder,#23639511,W9811R065092,AM,1,0,0
V0611596,Backorder,#23639668,W9811R065091,AV,1,0,0
V0716195,Backorder,#23640051,W9811R065090,AM,1,0,0
D0730750,Backorder,#23640183,A0684U011,AM,1,0,0
V0738926,Backorder,#23640250,M5151R030401,AS,1,0,0
S0765942,,#23640338,W5766R058163,AS,1,0,0
S0765942,,#23640338,W5561R044573,AS,1,0,0
S0765942,,#23640338,W5766R052793,AS,1,0,0
S0765942,,#23640338,W7066R018581,AS,1,0,0
D7213579,Invoiced,#23640364,W6334R012,AM,1,1,0
S0776082,Manifested,#23640390,W6334R011,AV,1,0,0
V0823941,,#23640722,W6334R012,AM,1,0,0
V0823941,,#23640722,W51432R012,AV,1,0,0
V0826106,Backorder,#23640733,W9811R065091,AV,1,0,0
D0837758,Invoiced,#23640864,W9680R01003,AM,1,1,0
D0837758,Invoiced,#23640864,W51298R01003,AM,1,1,0
V0843755,Invoiced,#23640963,W8200R011,AV,1,1,0
V0843755,Invoiced,#23640963,W2675RG01002,AV,1,1,0
V0843755,Invoiced,#23640963,W2675RG00012,AV,1,1,0
V0859620,Backorder,#23641242,W6468R014074,AS,1,0,0
MA920247,Ready,#23641772,W1406R012,AYS083,1,0,0
MA920247,Ready,#23641772,W51154R013,AYS083,1,0,0
V0925883,Backorder,#23642111,W9811R065091,AV,1,0,0
V0936805,Backorder,#23643209,W9811R065092,AV,1,0,0
D0939174,Invoiced,#23643435,W6334R012,AM,1,1,0
MA989069,Ready,#23646994,A0519U051173,AYS083,1,0,0
V0991224,Backorder,#23647209,W9811R065092,AM,1,0,0
V1003135,,#23648163,W51361R040643,AS,1,0,0
V1012400,Backorder,#23649490,W54162R013,AS,1,0,0
V1023476,Backorder,#23650469,W9811R065093,AS,1,0,0
V1028162,Backorder,#23651508,W9811R065091,AV,1,0,0
V1028420,Backorder,#23651596,W54162R012,AS,1,0,0
V1030590,Backorder,#23652111,W9811R065090,AM,1,0,0
V4964083,,#23652534,A0684U011,AV,1,0,0
V1034479,,#23653235,W6334R012,AS,1,0,0
V4964099,,#23653933,A0684U011,AV,1,0,0
V1048058,Backorder,#23655046,W9811R065091,AV,1,0,0
V1055006,Backorder,#23656664,M3199R043522,AS,1,0,0
V1055751,Backorder,#23656892,W9730R063261,AV,1,0,0
V1055751,Backorder,#23656892,W9811R065091,AV,1,0,0
V1064156,Backorder,#23657673,W9811R065091,AV,1,0,0
V1070820,Backorder,#23658990,W54162R013,AS,1,0,0
V1071330,Invoiced,#23659117,W6334R011,AV,1,1,0
V1071790,Backorder,#23659243,W9811R065091,AV,1,0,0
V1072571,Backorder,#23659433,W6468R014074,AS,1,0,0
V1075309,Backorder,#23659982,W54174R012,AV,1,0,0
V1078144,Invoiced,#23660745,A0543U01011,AV,1,1,0
V1078572,Backorder,#23660869,W9811R065091,AV,1,0,0
V1078956,Backorder,#23660977,W9811R065092,AS,1,0,0
V1080204,,#23661266,W2675RG01003,AV,1,0,0
V1080204,,#23661266,W8278R060473,AV,1,0,0
V1081941,Backorder,#23661634,W6468R014074,AS,1,0,0
V1089004,Backorder,#23662205,W54174R014,AM,1,0,0
V1089004,Backorder,#23662205,W54162R014,AS,1,0,0
MT092593,Ready,#23662691,M6143R015,AYS043,1,0,0
MT092593,Ready,#23662691,M2066R014,AYS043,1,0,0
V1093950,Backorder,#23662959,W9811R065092,AM,1,0,0
V1094704,Backorder,#23663131,W9811R065091,AV,1,0,0
V1099249,Backorder,#23664050,W54162R011,AS,1,0,0
V1099521,Backorder,#23664103,W9811R065092,AM,1,0,0
S1100955,Shipped,#23664245,W51361R040644,AS,1,0,0
V4046359,,#23664555,A0684U011,AV,1,0,0
V1103038,Invoiced,#23664610,W9811R065092,AV,1,0,1
V1104485,Invoiced,#23664866,W9811R065091,AV,1,0,1
V1105719,Backorder,#23665110,W54162R013,AS,1,0,0
V1105891,Backorder,#23665159,W9811R065092,AM,1,0,0
V1106100,Backorder,#23665196,W9811R065092,AV,1,0,0
V1106482,Backorder,#23665262,M5151R030401,AS,1,0,0
V1115656,Backorder,#23665965,W54162R014,AS,1,0,0
V1120999,Backorder,#23666710,W9811R065091,AV,1,0,0
V1122255,Backorder,#23666941,W9811R065092,AM,1,0,0
V1125631,Backorder,#23667805,W9811R065090,AM,1,0,0
V1131693,Backorder,#23668904,W9811R065092,AV,1,0,0
V1131827,Backorder,#23668954,W9811R065091,AV,1,0,0
V1133455,,#23669274,W6334R013,AS,1,0,0
V1217015,Backorder,#23670621,W9811R065090,AM,1,0,0
V1231424,Backorder,#23671325,W9811R065091,AV,1,0,0
V1371803,Backorder,#23677978,W9811R065091,AV,1,0,0
V1380113,Backorder,#23678814,W9811R065092,AV,1,0,0
V1429918,,#23682721,W7066R018581,AS,1,0,0
S1429918,Invoiced,#23682721,W7066R018581,AS,1,1,0
V1429918,,#23682721,W4526R014,AV,1,0,0
V1429918,,#23682721,W4526R012,AV,1,0,0
CE596969,Accepted,#23683318,W3924RG063260,AYS101,1,0,0
V1490419,Backorder,#23684494,W9811R065092,AM,1,0,0
V1524188,,#23685759,W6334R012,AS,1,0,0
RP755291,Ready,#23688318,U3031RG029106,AYS065,1,0,0
RP755291,Ready,#23688318,W5766R015,AYS065,1,0,0
RP755291,Ready,#23688318,A0480U01003,AYS065,1,0,0
V1772857,Backorder,#23689174,W54162R013,AS,1,0,0
D0785247,,#23690352,W51432R011,AV,1,0,0
V1786047,Backorder,#23690420,A0543U01011,AM,1,0,0
V1786047,Backorder,#23690420,W9730R063261,AV,1,0,0
V1792623,Backorder,#23691187,W54162R012,AS,1,0,0
V4512147,,#23692492,A0684U011,AV,1,0,0
V5353931,,#23693434,A0684U011,AV,1,0,0
VTS47528,Backorder,#23695232,A0684U011,AV,1,0,0
VTS47955,Backorder,#23695283,A0684U011,AV,1,0,0
V1849736,Packing,#23695392,W6334R013,AV,1,0,0
V4530741,Backorder,#23695561,A0684U011,AV,1,0,0
V1854393,OE-CANCEL,#23695726,W6334R011,AS,1,0,1
S1854383,OE-CANCEL,#23695726,W6481R032991,AS,1,0,1
TG854391,OE-CANCEL,#23695726,W6481R063261,AYS003,1,0,1
S1857368,OE-CANCEL,#23695783,W7066R018581,AS,1,0,1
S1857368,OE-CANCEL,#23695783,W7066R018581,AS,1,0,1
S1857368,OE-CANCEL,#23695783,W3893R014072,AS,1,0,1
S1857368,OE-CANCEL,#23695783,W51436R012,AS,1,0,1
S1857964,Invoiced,#23695811,M6143R030404,AS,1,0,1
S1859553,Accepted,#23695811,M6143R030404,AS,1,0,0
S1858606,OE-CANCEL,#23695847,W7066R018581,AS,1,0,1
S1858606,OE-CANCEL,#23695847,W1430R013,AS,1,0,1
S1858606,OE-CANCEL,#23695847,M5190R013,AS,1,0,1
S1858606,OE-CANCEL,#23695847,W3924RG013,AS,1,0,1
V7738070,Backorder,#23695988,A0684U011,AV,1,0,0
V1871070,Backorder,#23696538,W54162R012,AS,1,0,0
V4588859,Backorder,#23696709,A0684U011,AV,1,0,0
V1892680,Backorder,#23697230,W54162R012,AS,1,0,0
V1914692,Backorder,#23697823,W9772R014,AS,1,0,0
V1914923,Backorder,#23697832,W9772R014,AS,1,0,0
V1988877,Backorder,#23698917,W54162R012,AS,1,0,0
D2011467,Invoiced,#23699945,W6334R012,AM,1,1,0
PB141184,Ready,#23700067,W6557R054871,AYS036,1,0,0
D2179040,Invoiced,#23700288,W6334R012,AM,1,1,0
V2191651,Backorder,#23701123,M3199R043526,AS,1,0,0
V4516804,,#23701583,A0684U011,AV,1,0,0
V2218882,Backorder,#23702054,M5151R030401,AS,1,0,0
V4516909,,#23703123,A0684U011,AV,1,0,0
V4516872,,#23703410,A0684U011,AV,1,0,0
VFM53789,,#23703875,A0684U011,AV,1,0,0
BM882258,Accepted,#23705625,W51432R012,AYS120,1,0,0
SD661304,Accepted,#23706461,W51432R012,AYS011,1,0,0
WB811648,Ready,#23706918,M6151R030402,AYS006,1,0,0
V5055083,,#23707094,A0684U011,AV,1,0,0
PA348882,,#23708486,W6334R012,AYS021,1,0,0
D3924534,Invoiced,#23709777,W6334R012,AM,1,1,0
V4966943,,#23710370,A0684U011,AV,1,0,0
V4645822,,#23710511,A0684U011,AV,1,0,0
